OrderID,Date,Region,Product,Quantity,Price
1657,2025-04-11,East,Laptop,2,50000
1658,2025-02-27,East,Chair,10,3000
1659,2025-06-06,East,Table,1,10000
1660,2025-07-29,North,Chair,9,3000
1661,2025-09-23,North,Mobile,5,20000
1662,2025-02-12,West,Laptop,5,50000
1663,2025-08-05,North,Laptop,9,50000
1664,2025-11-05,South,Mobile,2,20000
1665,2025-03-12,South,Laptop,2,50000
1666,2025-10-14,West,Chair,7,3000
1667,2025-08-15,South,Laptop,2,50000
1668,2025-11-30,South,Mobile,8,20000
1669,2025-11-07,East,Mobile,2,20000
1670,2025-07-06,East,Chair,3,3000
1671,2025-03-16,West,Table,2,10000
1672,2025-01-23,West,Laptop,8,50000
1673,2025-06-10,South,Chair,4,3000
1674,2025-07-31,South,Chair,9,3000
1675,2025-07-22,South,Table,3,10000
1676,2025-12-30,East,Chair,4,3000
1677,2025-11-02,North,Chair,10,3000
1678,2025-12-11,South,Laptop,5,50000
1679,2025-11-06,East,Laptop,7,50000
1680,2025-10-22,East,Table,6,10000
1681,2025-07-16,North,Laptop,1,50000
1682,2025-07-07,South,Mobile,8,20000
1683,2025-06-13,South,Table,3,10000
1684,2025-07-27,North,Mobile,6,20000
1685,2025-09-06,West,Chair,5,3000
1686,2025-06-29,South,Chair,5,3000
1687,2025-12-30,North,Chair,1,3000
1688,2025-07-08,South,Mobile,8,20000
1689,2025-01-15,West,Mobile,4,20000
1690,2025-11-24,North,Chair,3,3000
1691,2025-07-21,North,Mobile,4,20000
1692,2025-08-31,North,Chair,2,3000
1693,2025-07-01,East,Laptop,6,50000
1694,2025-12-05,South,Chair,10,3000
1695,2025-01-16,West,Laptop,5,50000
1696,2025-11-14,South,Laptop,5,50000
1697,2025-01-14,West,Mobile,7,20000
1698,2025-05-23,North,Chair,8,3000
1699,2025-12-16,North,Chair,2,3000
1700,2025-04-28,North,Laptop,7,50000
1701,2025-01-29,East,Chair,10,3000
1702,2025-01-24,East,Laptop,1,50000
1703,2025-05-09,East,Laptop,8,50000
1704,2025-01-17,South,Table,6,10000
1705,2025-09-17,South,Laptop,4,50000
1706,2025-10-26,West,Table,4,10000
1707,2025-02-14,West,Mobile,1,20000
1708,2025-06-10,East,Laptop,4,50000
1709,2025-05-29,East,Mobile,3,20000
1710,2025-02-15,East,Chair,6,3000
1711,2025-09-11,North,Laptop,7,50000
1712,2025-03-05,East,Mobile,6,20000
1713,2025-01-23,East,Table,5,10000
1714,2025-01-26,North,Chair,8,3000
1715,2025-08-17,East,Table,7,10000
1716,2025-08-26,East,Table,6,10000
1717,2025-01-31,West,Chair,9,3000
1718,2025-09-06,South,Mobile,4,20000
1719,2025-05-09,West,Laptop,2,50000
1720,2025-09-11,North,Laptop,2,50000
1721,2025-08-19,East,Mobile,10,20000
1722,2025-02-09,East,Laptop,1,50000
1723,2025-06-08,West,Mobile,2,20000
1724,2025-05-25,South,Chair,9,3000
1725,2025-05-17,West,Laptop,7,50000
1726,2025-01-21,East,Laptop,4,50000
1727,2025-05-06,West,Laptop,2,50000
1728,2025-01-24,North,Mobile,6,20000
1729,2025-08-05,West,Table,9,10000
1730,2025-08-09,East,Chair,8,3000
1731,2025-07-11,South,Chair,4,3000
1732,2025-11-03,East,Chair,6,3000
1733,2025-07-14,East,Table,3,10000
1734,2025-12-23,South,Chair,10,3000
1735,2025-09-05,East,Mobile,5,20000
1736,2025-02-21,North,Chair,5,3000
1737,2025-04-10,East,Table,2,10000
1738,2025-10-10,East,Mobile,9,20000
1739,2025-02-25,South,Mobile,1,20000
1740,2025-09-04,South,Chair,8,3000
1741,2025-11-26,West,Mobile,4,20000
1742,2025-09-02,South,Table,7,10000
1743,2025-09-03,South,Chair,9,3000
1744,2025-11-20,North,Table,9,10000
1745,2025-07-30,East,Chair,4,3000
1746,2025-08-05,East,Laptop,5,50000
1747,2025-06-24,East,Mobile,4,20000
1748,2025-11-22,North,Chair,8,3000
1749,2025-12-07,North,Laptop,10,50000
1750,2025-10-29,North,Laptop,6,50000
1751,2025-08-01,North,Mobile,6,20000
1752,2025-08-05,North,Chair,7,3000
1753,2025-09-03,North,Chair,4,3000
1754,2025-08-13,North,Table,9,10000
1755,2025-11-08,West,Table,4,10000
1756,2025-06-17,South,Mobile,2,20000
1757,2025-05-01,East,Table,4,10000
1758,2025-08-18,South,Laptop,4,50000
1759,2025-03-12,South,Laptop,6,50000
1760,2025-07-07,East,Laptop,9,50000
1761,2025-02-11,West,Mobile,7,20000
1762,2025-11-16,North,Mobile,7,20000
1763,2025-12-16,West,Laptop,3,50000
1764,2025-05-12,South,Laptop,10,50000
1765,2025-09-08,North,Laptop,9,50000
1766,2025-08-04,North,Table,1,10000
1767,2025-08-10,North,Table,5,10000
1768,2025-12-26,North,Table,4,10000
1769,2025-11-02,West,Laptop,7,50000
1770,2025-05-16,North,Chair,8,3000
1771,2025-08-25,East,Chair,6,3000
1772,2025-01-30,West,Chair,3,3000
1773,2025-06-11,West,Laptop,6,50000
1774,2025-06-11,North,Chair,8,3000
1775,2025-02-05,West,Table,6,10000
1776,2025-10-08,West,Mobile,3,20000
1777,2025-07-24,West,Laptop,6,50000
1778,2025-08-09,South,Laptop,4,50000
1779,2025-05-12,South,Mobile,10,20000
1780,2025-11-14,East,Laptop,9,50000
1781,2025-11-28,South,Table,10,10000
1782,2025-08-12,East,Mobile,8,20000
1783,2025-02-26,North,Table,9,10000
1784,2025-06-29,South,Table,4,10000
1785,2025-09-17,South,Mobile,3,20000
1786,2025-09-03,East,Mobile,3,20000
1787,2025-02-21,North,Mobile,3,20000
1788,2025-04-30,North,Mobile,9,20000
1789,2025-09-12,North,Mobile,8,20000
1790,2025-04-07,West,Mobile,3,20000
1791,2025-08-12,South,Table,6,10000
1792,2025-03-11,North,Table,6,10000
1793,2025-05-04,East,Table,4,10000
1794,2025-12-04,South,Chair,2,3000
1795,2025-06-10,West,Table,4,10000
1796,2025-06-29,North,Table,6,10000
1797,2025-11-01,East,Laptop,4,50000
1798,2025-06-20,South,Chair,8,3000
1799,2025-12-15,North,Chair,5,3000
1800,2025-03-05,South,Table,8,10000
1801,2025-01-14,East,Chair,9,3000
1802,2025-06-08,South,Mobile,9,20000
1803,2025-06-05,East,Chair,7,3000
1804,2025-10-26,West,Chair,2,3000
1805,2025-10-31,East,Laptop,4,50000
1806,2025-12-07,East,Chair,10,3000
1807,2025-12-21,West,Chair,6,3000
1808,2025-12-22,South,Laptop,5,50000
1809,2025-09-19,South,Chair,7,3000
1810,2026-01-01,South,Table,1,10000
1811,2025-03-29,East,Mobile,2,20000
1812,2025-12-15,West,Chair,6,3000
1813,2025-07-20,North,Table,6,10000
1814,2025-06-22,North,Laptop,5,50000
1815,2025-10-30,West,Mobile,10,20000
1816,2025-03-23,West,Table,6,10000
1817,2025-05-26,South,Mobile,1,20000
1818,2025-02-04,North,Chair,7,3000
1819,2025-05-27,North,Table,6,10000
1820,2025-06-06,East,Laptop,2,50000
1821,2025-06-18,West,Laptop,8,50000
1822,2025-10-10,West,Table,3,10000
1823,2025-05-23,North,Table,9,10000
1824,2025-12-14,North,Chair,6,3000
1825,2025-11-29,South,Mobile,6,20000
1826,2025-04-17,North,Table,10,10000
1827,2025-01-05,South,Laptop,4,50000
1828,2025-04-17,North,Chair,9,3000
1829,2025-06-23,North,Table,6,10000
1830,2025-11-01,North,Chair,10,3000
1831,2025-01-08,South,Chair,5,3000
1832,2025-08-05,East,Mobile,5,20000
1833,2025-01-05,East,Mobile,10,20000
1834,2025-06-22,West,Laptop,5,50000
1835,2025-11-15,South,Table,3,10000
1836,2025-02-25,East,Mobile,6,20000
1837,2025-07-27,West,Mobile,10,20000
1838,2025-03-22,North,Table,10,10000
1839,2025-07-20,North,Table,4,10000
1840,2025-04-10,South,Mobile,1,20000
1841,2025-05-26,North,Chair,6,3000
1842,2025-09-06,North,Table,4,10000
1843,2025-08-22,East,Laptop,9,50000
1844,2025-05-12,South,Table,5,10000
1845,2025-06-19,West,Table,4,10000
1846,2025-08-14,South,Chair,2,3000
1847,2025-09-02,West,Chair,3,3000
1848,2025-04-07,East,Table,5,10000
1849,2025-05-05,West,Laptop,10,50000
1850,2025-01-15,South,Table,5,10000
1851,2025-02-10,South,Table,7,10000
1852,2025-07-04,West,Chair,9,3000
1853,2025-12-31,West,Laptop,10,50000
1854,2025-03-01,North,Table,9,10000
1855,2025-12-12,East,Chair,1,3000
1856,2025-07-23,West,Table,5,10000
1857,2025-11-09,East,Table,3,10000
1858,2025-03-20,East,Table,7,10000
1859,2025-05-07,North,Mobile,9,20000
1860,2025-06-01,South,Mobile,1,20000
1861,2025-04-26,North,Table,3,10000
1862,2025-06-19,West,Chair,3,3000
1863,2025-07-19,North,Table,3,10000
1864,2025-08-30,North,Chair,10,3000
1865,2025-06-06,North,Mobile,1,20000
1866,2025-05-16,West,Chair,8,3000
1867,2025-02-13,East,Chair,6,3000
1868,2025-09-21,North,Table,10,10000
1869,2025-03-30,West,Mobile,9,20000
1870,2025-06-02,South,Mobile,5,20000
1871,2025-05-02,East,Table,9,10000
1872,2025-10-26,East,Table,9,10000
1873,2025-10-04,East,Table,5,10000
1874,2025-08-27,East,Chair,3,3000
1875,2025-09-05,South,Mobile,2,20000
1876,2025-08-22,West,Table,8,10000
1877,2025-03-13,South,Laptop,6,50000
1878,2025-05-07,East,Table,5,10000
1879,2025-09-03,South,Table,9,10000
1880,2025-04-04,South,Table,6,10000
1881,2025-04-07,East,Mobile,4,20000
1882,2025-09-21,East,Laptop,6,50000
1883,2025-02-11,West,Chair,7,3000
1884,2025-10-02,North,Laptop,1,50000
1885,2025-10-30,South,Chair,4,3000
1886,2025-04-18,West,Chair,1,3000
1887,2025-08-17,East,Chair,2,3000
1888,2025-06-24,West,Table,3,10000
1889,2025-02-13,North,Mobile,2,20000
1890,2025-10-06,South,Table,9,10000
1891,2025-06-12,East,Chair,6,3000
1892,2025-06-25,South,Mobile,2,20000
1893,2025-10-11,South,Laptop,5,50000
1894,2025-02-25,South,Mobile,9,20000
1895,2025-11-25,South,Mobile,6,20000
1896,2025-10-28,West,Table,1,10000
1897,2025-09-25,North,Laptop,7,50000
1898,2025-04-19,West,Mobile,10,20000
1899,2025-08-22,North,Table,1,10000
1900,2025-01-23,East,Laptop,10,50000
1901,2025-01-28,West,Laptop,8,50000
1902,2025-03-09,East,Chair,9,3000
1903,2025-11-16,East,Chair,2,3000
1904,2025-11-11,East,Laptop,2,50000
1905,2025-06-27,East,Mobile,7,20000
1906,2025-02-09,North,Mobile,7,20000
1907,2025-10-29,South,Chair,4,3000
1908,2025-07-26,South,Mobile,1,20000
1909,2025-03-09,North,Chair,7,3000
1910,2025-11-09,North,Table,3,10000
1911,2025-05-16,North,Table,6,10000
1912,2025-09-05,North,Table,4,10000
1913,2025-08-26,South,Laptop,5,50000
1914,2025-04-13,South,Laptop,2,50000
1915,2025-10-20,South,Mobile,3,20000
1916,2025-06-21,South,Laptop,5,50000
1917,2025-11-17,South,Chair,5,3000
1918,2025-11-20,East,Mobile,2,20000
1919,2025-08-06,East,Mobile,9,20000
1920,2025-01-30,South,Chair,7,3000
1921,2025-02-26,East,Table,4,10000
1922,2025-11-10,East,Mobile,9,20000
1923,2025-08-02,South,Laptop,2,50000
1924,2025-07-27,South,Table,6,10000
1925,2025-10-19,South,Table,4,10000
1926,2025-12-08,South,Table,1,10000
1927,2025-05-11,North,Mobile,2,20000
1928,2025-04-02,South,Chair,10,3000
1929,2025-09-20,South,Mobile,8,20000
1930,2025-08-04,East,Mobile,5,20000
1931,2025-09-25,South,Mobile,7,20000
1932,2025-09-08,West,Laptop,9,50000
1933,2025-04-03,South,Chair,5,3000
1934,2025-04-01,South,Table,4,10000
1935,2025-08-26,North,Table,1,10000
1936,2025-08-14,North,Mobile,3,20000
1937,2025-02-23,East,Table,5,10000
1938,2025-06-22,East,Chair,3,3000
1939,2025-11-07,North,Chair,8,3000
1940,2025-06-04,North,Chair,3,3000
1941,2025-06-03,South,Laptop,10,50000
1942,2025-03-18,South,Mobile,9,20000
1943,2025-08-24,South,Laptop,3,50000
1944,2025-11-23,West,Laptop,3,50000
1945,2025-09-21,West,Mobile,4,20000
1946,2025-03-19,South,Mobile,6,20000
1947,2025-03-18,East,Mobile,4,20000
1948,2025-09-02,East,Laptop,10,50000
1949,2025-03-19,North,Table,5,10000
1950,2025-02-06,North,Chair,9,3000
1951,2025-12-07,West,Table,10,10000
1952,2025-02-10,North,Chair,1,3000
1953,2025-06-02,West,Mobile,3,20000
1954,2025-11-19,North,Chair,4,3000
1955,2025-09-24,East,Mobile,6,20000
1956,2025-12-25,North,Chair,8,3000
1957,2025-11-06,South,Laptop,6,50000
1958,2025-12-17,East,Laptop,4,50000
1959,2025-04-23,East,Laptop,7,50000
1960,2025-09-11,South,Laptop,3,50000
1961,2025-01-18,North,Table,2,10000
1962,2025-04-28,West,Chair,9,3000
1963,2025-04-15,West,Chair,7,3000
1964,2025-06-10,West,Mobile,1,20000
1965,2025-04-29,West,Laptop,2,50000
1966,2025-03-07,South,Table,4,10000
1967,2025-05-15,West,Table,10,10000
1968,2025-01-19,North,Laptop,10,50000
1969,2025-10-26,North,Laptop,2,50000
1970,2025-07-15,North,Table,7,10000
1971,2025-09-03,South,Table,10,10000
1972,2025-11-14,East,Laptop,5,50000
1973,2025-01-28,West,Table,6,10000
1974,2025-05-06,North,Mobile,8,20000
1975,2025-07-26,West,Chair,10,3000
1976,2025-06-21,West,Laptop,4,50000
1977,2025-06-01,West,Mobile,8,20000
1978,2025-12-15,West,Laptop,4,50000
1979,2025-02-04,North,Mobile,8,20000
1980,2025-10-19,East,Chair,3,3000
1981,2025-07-05,East,Mobile,5,20000
1982,2025-10-14,North,Mobile,7,20000
1983,2025-03-13,West,Mobile,3,20000
1984,2025-06-12,North,Laptop,7,50000
1985,2025-12-27,North,Mobile,9,20000
1986,2025-08-07,South,Table,1,10000
1987,2025-01-06,South,Table,9,10000
1988,2025-09-17,South,Chair,5,3000
1989,2025-04-06,North,Mobile,3,20000
1990,2025-06-12,West,Mobile,6,20000
1991,2025-05-18,North,Laptop,1,50000
1992,2025-06-24,West,Table,7,10000
1993,2025-11-02,South,Mobile,10,20000
1994,2025-04-10,East,Laptop,1,50000
1995,2025-09-19,South,Mobile,9,20000
1996,2025-06-30,North,Laptop,2,50000
1997,2025-03-19,East,Chair,9,3000
1998,2025-12-01,North,Table,6,10000
1999,2025-07-10,South,Table,5,10000
2000,2025-02-02,North,Laptop,10,50000
